FailureRate,LatencyAvg,deviceID
0,12.388711114046947,Dev:0000001
0.003484320557491289,133.42941181521226,Dev:0000002
0.0064516129032258064,130.75775492615483,Dev:0000003
0.010752688172043012,89.52823476410985,Dev:0000003
0.014084507042253521,131.99025419830892,Dev:0000004
0.014084507042253521,134.31087136373878,Dev:0000005
0.011904761904761904,132.7462152884848,Dev:0000010
0.011904761904761904,139.4148835669311,Dev:0000011
0.017857142857142856,131.40034811432992,Dev:0000012
0.023809523809523808,130.4085639852919,Dev:0000013
0,137.31780239560908,Dev:0000014
0.005917159763313609,134.27603968886973,Dev:0000015
0,18.24332301980412,Dev:0000016
0,7.510048470298014,Dev:0000017
1,0,Dev:0000050
1,0,Dev:0000102
1,0,Dev:0000111
1,0,Dev:0000129
0.001984126984126984,89.34373793806057,Dev:0000132
0,89.64289256236277,Dev:0000134
1,0,Dev:0000136
0,66.82429898701102,Dev:0000144
0,65.46901026615802,Dev:0000150
1,0,Dev:0000166
1,0,Dev:0000175
1,0,Dev:0000179
1,0,Dev:0000195
1,0,Dev:0000196
1,0,Dev:0000197
1,0,Dev:0000198
1,0,Dev:0000199
1,0,Dev:0000200
1,0,Dev:0000201
0.5058365758754864,91.47465603527691,Dev:0000246
0,223.94697715853306,Dev:0001002
0.006589785831960461,75.7204704118442,Dev:0001003
0,11.314149721407643,Dev:0001194
0,7.7054283210170125,Dev:0002016
0,31.95790847869669,Dev:0004000
0.013793103448275862,282.71046422696986,Dev:0005787
0.034482758620689655,304.54799622378187,Dev:0005788
0.013793103448275862,298.75172047640893,Dev:0005789
0.034482758620689655,296.34917037540487,Dev:0005790
0.020689655172413793,313.82277291556784,Dev:0005807
0.006896551724137931,266.5707202700033,Dev:0005808
0.006896551724137931,285.45900260678695,Dev:0005809
0,72.21911029725456,Dev:0006060
0.09080325960419092,36.33324011564506,Dev:0015000
0.12114989733059549,35.19226889550247,Dev:0015001
0.007936507936507936,142.73258333112167,Dev:0024763
0.011811023622047244,151.76340435976195,Dev:0024764
0,222.92797859806026,Dev:0025255
0,134.17019481526285,Dev:0048127
0,62.301071945008886,Dev:0050001
0.010090817356205853,97.54212728040088,Dev:0050010
0.1007905138339921,83.94490726528737,Dev:0050028
0,53.44673514415584,Dev:0050029
0.017391304347826087,134.26893318056594,Dev:0050032
0,125.15515746161648,Dev:0051495
0,86.32022407378966,Dev:0051496
0.027888446215139442,86.34751528430587,Dev:0051497
1,0,Dev:0051498
0,161.49085703771638,Dev:0051506
0,192.75389552519846,Dev:0051510
0,185.91075752231396,Dev:0051511
0,146.26806311153743,Dev:0051518
0,185.92340272848037,Dev:0051524
0,189.3031058180559,Dev:0051525
0,133.82510602057937,Dev:0051537
0,166.3159148636456,Dev:0051556
0,225.7417406603814,Dev:0052194
0,220.87229063230902,Dev:0052196
0,208.9981009158586,Dev:0052197
0,253.89105718344493,Dev:0052198
0,170.9241705870667,Dev:0052199
0,224.77272507641987,Dev:0052201
0,162.59160503268845,Dev:0052202
0,191.22441268544534,Dev:0052203
0,209.57836791536127,Dev:0052204
0,212.43763423244334,Dev:0052205
0,230.35959920782997,Dev:0052206
0,174.4896960569472,Dev:0052213
0.2815533980582524,85.62165467353488,Dev:0057017
0.017543859649122806,176.4939461080748,Dev:0077100
1,0,Dev:0081017
1,0,Dev:0081018
1,0,Dev:0081059
0,119.34735931621796,Dev:0127001
0.008928571428571428,132.49158547869698,Dev:0127002
0,141.320096573527,Dev:0127003
0.008928571428571428,122.11748526245202,Dev:0127004
0,135.0034548983979,Dev:0127006
0,143.54008081234585,Dev:0127007
0.008928571428571428,121.6089105088964,Dev:0127009
0,143.29866757307343,Dev:0127010
0,3.6358618714936397,Dev:0140001
0,5.873475809842295,Dev:0240000
0,33.51029250924349,Dev:0240001
0,31.339895374823808,Dev:0240002
0,33.73432862791809,Dev:0240003
0,32.78736469814489,Dev:0240004
0,33.76672902328834,Dev:0240005
0,37.06192639939806,Dev:0240006
0,34.85809430737705,Dev:0240007
0,43.04911730517892,Dev:0240008
0,37.392893306504966,Dev:0240009
0,38.35970467266091,Dev:0240010
0,32.55155624993307,Dev:0240011
0,28.86936543843794,Dev:0240012
0,28.34193792437307,Dev:0240013
0,29.263329178941273,Dev:0240014
0,29.934780008426532,Dev:0240015
0,29.4825180295261,Dev:0240016
0,33.326201926134246,Dev:0240017
0,32.74495854405489,Dev:0240018
0,33.054531114694015,Dev:0240019
0,28.729823130269935,Dev:0240020
0.010752688172043012,6.493275013638788,Dev:0240021
0,26.199228383575484,Dev:0240022
0,23.00916250229728,Dev:0240023
0,25.535842868497053,Dev:0240024
0,22.605913925014015,Dev:0240025
0,33.25052994980275,Dev:0240026
0,7.324149760909271,Dev:0240027
0,29.686814142219994,Dev:0240028
0,27.97950035465818,Dev:0240029
0,26.814300427812928,Dev:0240030
0.010638297872340425,6.452233964919281,Dev:0240031
0,24.569476230101646,Dev:0240032
0.008928571428571428,22.641308065991932,Dev:0240033
0,25.390180775170347,Dev:0240034
0,26.277699425286094,Dev:0240035
0,105.26521066522095,Dev:0240036
0,84.70223676056771,Dev:0240037
